,Tree_ID,Year,Dist_west,Dist_south,Sp,Sp_code,En.Un,Block_new,Lat,Long,Class,Status2,DBH.y,DBH_mean
21884,848,2014,15.5,479.5,F,NA,Enclosed,23,50.86061351,-1.536010492,50,1,NA,42.01690498
21897,849U,1959,19.6,238.7,Fr,NA,Unenclosed,62,50.85218457,-1.529131698,10,1,5.5,5.5
21900,84U,1959,4.9,28.9,I,NA,Unenclosed,52,50.85231687,-1.5310199,10,1,5,5
21907,85,1964,17.3,42.6,F,1,Enclosed,2,50.86036961,-1.531850688,10,1,NA,0.2
21914,850,1959,17.1,469,F,1,Enclosed,23,50.85653201,-1.531848888,10,1,8.75,8.75
21916,850,1964,17.1,469,F,1,Enclosed,23,50.85653201,-1.531848888,10,0,NA,9
21921,850U,1959,14.7,239.3,I,NA,Unenclosed,62,50.85222867,-1.529126298,10,1,6,6
21922,850U,1964,14.7,239.3,I,NA,Unenclosed,62,50.85222867,-1.529126298,10,1,NA,7
21927,851,1959,17.7,472.5,F,1,Enclosed,23,50.85650051,-1.531854288,30,1,21,21
21928,851,1964,17.7,472.5,F,1,Enclosed,23,50.85650051,-1.531854288,30,1,NA,22
21929,851,1984,17.7,472.5,F,1,Enclosed,23,50.85650051,-1.531854288,30,1,NA,24.2
21930,851,1988,17.7,472.5,F,1,Enclosed,23,50.85650051,-1.531854288,30,1,NA,25.3
21931,851,1996,17.7,472.5,F,1,Enclosed,23,50.85650051,-1.531854288,30,1,NA,26.7
21932,851,2014,17.7,472.5,F,NA,Enclosed,23,50.86059371,-1.535947492,30,1,NA,28.64788976
21933,851U,1959,10.5,237.3,I,NA,Unenclosed,62,50.85226647,-1.529144298,10,1,5,5
21934,851U,1964,10.5,237.3,I,NA,Unenclosed,62,50.85226647,-1.529144298,10,1,NA,6
21939,852,1959,18.7,472,I,3,Enclosed,23,50.85650501,-1.531863288,20,1,13.75,13.75
21940,852,1964,18.7,472,I,3,Enclosed,23,50.85650501,-1.531863288,20,1,NA,17
21941,852,1984,18.7,472,I,3,Enclosed,23,50.85650501,-1.531863288,20,1,NA,16.6
21945,852U,1959,11.3,235.4,I,NA,Unenclosed,62,50.85225927,-1.529161398,10,1,6,6
21946,852U,1964,11.3,235.4,I,NA,Unenclosed,62,50.85225927,-1.529161398,10,1,NA,6
21947,852U,1999,11.3,235.4,I,NA,Unenclosed,62,50.85225927,-1.529161398,20,1,NA,15.9
21951,853,1959,19,467.5,F,1,Enclosed,23,50.85654551,-1.531865988,10,0,8,8
21957,853U,1959,11.4,236,I,NA,Unenclosed,62,50.85225837,-1.529155998,10,1,1.5,1.5
21962,854,1959,19.4,462.7,I,3,Enclosed,23,50.85658871,-1.531869588,10,1,2.75,2.75
21964,854,1964,19.4,462.7,I,3,Enclosed,23,50.85658871,-1.531869588,10,1,NA,3
21969,854U,1959,6.4,241.6,I,NA,Unenclosed,63,50.85230337,-1.529105598,10,1,2,2
21981,855U,1959,5.6,241.5,I,NA,Unenclosed,63,50.85231057,-1.529106498,20,1,10,10
21982,855U,1964,5.6,241.5,I,NA,Unenclosed,63,50.85231057,-1.529106498,20,1,NA,12
21987,856,1959,19.8,463.8,Q,2,Enclosed,23,50.85657881,-1.531873188,80,1,75.75,75.75
21988,856,1964,19.8,463.8,Q,2,Enclosed,23,50.85657881,-1.531873188,80,1,NA,77
21989,856,1984,19.8,463.8,Q,2,Enclosed,23,50.85657881,-1.531873188,90,1,NA,81.5
21990,856,1988,19.8,463.8,Q,2,Enclosed,23,50.85657881,-1.531873188,90,1,NA,81.5
21991,856,1996,19.8,463.8,Q,2,Enclosed,23,50.85657881,-1.531873188,90,1,NA,82.1
21999,857,1959,19.8,465.6,F,1,Enclosed,23,50.85656261,-1.531873188,20,1,9.75,9.75
22000,857,1964,19.8,465.6,F,1,Enclosed,23,50.85656261,-1.531873188,20,1,NA,11
22005,857U,1959,5.1,242.2,I,NA,Unenclosed,63,50.85231507,-1.529100198,10,1,2,2
22009,858,1959,3,490,F,1,Enclosed,24,50.85634301,-1.531721988,60,1,52,52
22013,858,1984,3,490,F,1,Enclosed,24,50.85634301,-1.531721988,60,1,NA,55.4
22014,858,1988,3,490,F,1,Enclosed,24,50.85634301,-1.531721988,60,1,NA,54.7
22015,858,1996,3,490,F,1,Enclosed,24,50.85634301,-1.531721988,60,1,NA,55.7
22016,858,2014,3,490,F,NA,Enclosed,24,50.86072601,-1.536104992,60,1,NA,56.34084985
22017,858U,1959,4.3,243.2,I,NA,Unenclosed,63,50.85232227,-1.529091198,10,1,2.5,2.5
22021,859,1959,3.8,491.9,F,1,Enclosed,24,50.85632591,-1.531729188,10,1,8.666666667,8.666666667
22029,859U,1959,3.3,243.7,I,NA,Unenclosed,63,50.85233127,-1.529086698,10,1,5,5
22030,859U,1964,3.3,243.7,I,NA,Unenclosed,63,50.85233127,-1.529086698,10,1,NA,4
22039,86,1964,17.3,49.4,F,1,Enclosed,2,50.86030841,-1.531850688,10,1,NA,0.9
22053,860U,1959,2.3,241,I,NA,Unenclosed,63,50.85234027,-1.529110998,10,1,8,8
22054,860U,1964,2.3,241,I,NA,Unenclosed,63,50.85234027,-1.529110998,10,1,NA,8
22057,861,1959,4.2,492,I,3,Enclosed,24,50.85632501,-1.531732788,20,1,14,14
22066,861U,1964,2.3,241,I,NA,Unenclosed,63,50.85234027,-1.529110998,10,1,NA,2
22069,862,1959,4.8,496.2,F,1,Enclosed,24,50.85628721,-1.531738188,40,1,33.66666667,33.66666667
22073,862,1984,4.8,496.2,F,1,Enclosed,24,50.85628721,-1.531738188,40,1,NA,36.9
22074,862,1988,4.8,496.2,F,1,Enclosed,24,50.85628721,-1.531738188,40,1,NA,37.8
22075,862,1996,4.8,496.2,F,1,Enclosed,24,50.85628721,-1.531738188,40,1,NA,39.2
22076,862,2014,4.8,496.2,F,NA,Enclosed,24,50.86070981,-1.536160792,40,1,NA,39.152116
22077,862U,1959,2.7,242.7,I,NA,Unenclosed,63,50.85233667,-1.529095698,10,1,8,8
22078,862U,1964,2.7,242.7,I,NA,Unenclosed,63,50.85233667,-1.529095698,20,1,NA,10
22079,862U,1999,2.7,242.7,I,NA,Unenclosed,63,50.85233667,-1.529095698,20,1,NA,16.7
22081,863,1959,5,485,Q,2,Enclosed,24,50.85638801,-1.531739988,20,0,15.66666667,15.66666667
22085,863,1984,5,485,Q,2,Enclosed,24,50.85638801,-1.531739988,20,0,NA,12.4
22091,863U,1999,2.7,242.7,I,NA,Unenclosed,63,50.85233667,-1.529095698,10,1,NA,3.8
22093,864,1959,7,496.6,Q,2,Enclosed,24,50.85628361,-1.531757988,40,1,31.66666667,31.66666667
22097,864,1984,7,496.6,Q,2,Enclosed,24,50.85628361,-1.531757988,40,1,NA,39.2
22098,864,1988,7,496.6,Q,2,Enclosed,24,50.85628361,-1.531757988,40,1,NA,39.9
22099,864,1996,7,496.6,Q,2,Enclosed,24,50.85628361,-1.531757988,50,1,NA,43.9
22100,864,2014,7,496.6,Q,NA,Enclosed,24,50.86069001,-1.536164392,50,1,NA,49.65634224
22105,865,1959,8,486.8,F,1,Enclosed,24,50.85637181,-1.531766988,10,1,3.1,3.1
22109,865,1984,8,486.8,F,1,Enclosed,24,50.85637181,-1.531766988,10,1,NA,5
22110,865,1988,8,486.8,F,1,Enclosed,24,50.85637181,-1.531766988,10,1,NA,5
22111,865,1996,8,486.8,F,1,Enclosed,24,50.85637181,-1.531766988,10,1,NA,5.4
22112,865,2014,8,486.8,F,NA,Enclosed,24,50.86068101,-1.536076192,10,1,NA,6.047887837
22113,865U,1959,1.6,244.6,I,NA,Unenclosed,63,50.85234657,-1.529078598,10,1,5,5
22114,865U,1964,1.6,244.6,I,NA,Unenclosed,63,50.85234657,-1.529078598,10,1,NA,6
22117,866,1959,8,498,Q,2,Enclosed,24,50.85627101,-1.531766988,30,1,21.33333333,21.33333333
22121,866,1984,8,498,Q,2,Enclosed,24,50.85627101,-1.531766988,30,0,NA,20.4
22122,866,1988,8,498,Q,2,Enclosed,24,50.85627101,-1.531766988,20,0,NA,19
22123,866,1996,8,498,Q,2,Enclosed,24,50.85627101,-1.531766988,20,0,NA,18.1
22125,866U,1959,1.2,245.5,I,NA,Unenclosed,63,50.85235017,-1.529070498,10,1,7,7
22126,866U,1964,1.2,245.5,I,NA,Unenclosed,63,50.85235017,-1.529070498,10,1,NA,9
22129,867,1959,8.5,485.2,F,1,Enclosed,24,50.85638621,-1.531771488,30,1,22.86666667,22.86666667
22133,867,1984,8.5,485.2,F,1,Enclosed,24,50.85638621,-1.531771488,30,1,NA,24.5
22134,867,1988,8.5,485.2,F,1,Enclosed,24,50.85638621,-1.531771488,30,1,NA,23.7
22135,867,1996,8.5,485.2,F,1,Enclosed,24,50.85638621,-1.531771488,30,1,NA,24.8
22136,867,2014,8.5,485.2,F,NA,Enclosed,24,50.86067651,-1.536061792,30,1,NA,25.78310078
22141,868,1959,9,485.5,F,1,Enclosed,24,50.85638351,-1.531775988,50,1,45.1,45.1
22145,868,1984,9,485.5,F,1,Enclosed,24,50.85638351,-1.531775988,60,1,NA,51.2
22146,868,1988,9,485.5,F,1,Enclosed,24,50.85638351,-1.531775988,60,1,NA,50.9
22147,868,1996,9,485.5,F,1,Enclosed,24,50.85638351,-1.531775988,60,1,NA,51.9
22148,868,2014,9,485.5,F,NA,Enclosed,24,50.86067201,-1.536064492,60,1,NA,53.47606088
22149,868U,1959,10,245.2,F,NA,Unenclosed,63,50.85227097,-1.529073198,90,1,80,80
22150,868U,1964,10,245.2,F,NA,Unenclosed,63,50.85227097,-1.529073198,90,1,NA,85
22161,869U,1959,9,245,I,NA,Unenclosed,63,50.85227997,-1.529074998,10,1,7,7
22162,869U,1964,9,245,I,NA,Unenclosed,63,50.85227997,-1.529074998,10,1,NA,9
22164,86U,1959,1.7,28.2,I,NA,Unenclosed,52,50.85234567,-1.5310262,20,1,14,14
22165,86U,1964,1.7,28.2,I,NA,Unenclosed,52,50.85234567,-1.5310262,20,1,NA,15
22166,86U,1999,1.7,28.2,I,NA,Unenclosed,52,50.85234567,-1.5310262,20,1,NA,17.3
22170,87,1959,17.4,42.1,A,5,Enclosed,2,50.86037411,-1.531851588,10,1,0.5,0.5
22171,87,1964,17.4,42.1,A,5,Enclosed,2,50.86037411,-1.531851588,10,1,NA,0.9
22179,870,1959,9.3,489.7,F,1,Enclosed,24,50.85634571,-1.531778688,20,0,18,18
22190,871,1959,9.5,497,Q,2,Enclosed,24,50.85628001,-1.531780488,30,1,29.33333333,29.33333333
22193,871,1984,9.5,497,Q,2,Enclosed,24,50.85628001,-1.531780488,50,1,NA,44.6
22194,871,1988,9.5,497,Q,2,Enclosed,24,50.85628001,-1.531780488,50,1,NA,43.8
22195,871,1996,9.5,497,Q,2,Enclosed,24,50.85628001,-1.531780488,50,1,NA,48.4
22196,871,2014,9.5,497,Q,NA,Enclosed,24,50.86066751,-1.536167992,60,1,NA,57.93239929
22197,871U,1959,8.5,245.2,I,NA,Unenclosed,63,50.85228447,-1.529073198,10,1,3,3
22198,871U,1964,8.5,245.2,I,NA,Unenclosed,63,50.85228447,-1.529073198,10,1,NA,4
22201,872,1959,9.6,494.8,Q,2,Enclosed,24,50.85629981,-1.531781388,20,1,14,14
22209,872U,1959,9,246,I,NA,Unenclosed,63,50.85227997,-1.529065998,10,1,2,2
22210,872U,1964,9,246,I,NA,Unenclosed,63,50.85227997,-1.529065998,10,0,NA,3
22214,873,1959,9.8,495.2,F,1,Enclosed,24,50.85629621,-1.531783188,10,0,6,6
22222,873U,1964,3.6,248,I,NA,Unenclosed,63,50.85232857,-1.529047998,10,1,NA,2
22225,874,1959,10.2,486.5,F,1,Enclosed,24,50.85637451,-1.531786788,70,1,65.56666667,65.56666667
22229,874,1984,10.2,486.5,F,1,Enclosed,24,50.85637451,-1.531786788,70,1,NA,65.6
22230,874,1988,10.2,486.5,F,1,Enclosed,24,50.85637451,-1.531786788,70,1,NA,66.1
22231,874,1996,10.2,486.5,F,1,Enclosed,24,50.85637451,-1.531786788,70,1,NA,68.4
22232,874,2014,10.2,486.5,F,NA,Enclosed,24,50.86066121,-1.536073492,80,1,NA,72.25634416
22234,874U,1964,4.1,249.8,I,NA,Unenclosed,63,50.85232407,-1.529031798,10,1,NA,2
22239,875,1959,10.5,481.1,I,3,Enclosed,24,50.85642311,-1.531789488,20,1,16,16
22241,875,1984,10.5,481.1,I,3,Enclosed,24,50.85642311,-1.531789488,20,0,NA,15
22245,875U,1959,5.4,249.5,I,NA,Unenclosed,63,50.85231237,-1.529034498,10,1,8.5,8.5
22246,875U,1964,5.4,249.5,I,NA,Unenclosed,63,50.85231237,-1.529034498,10,1,NA,9
22247,875U,1999,5.4,249.5,I,NA,Unenclosed,63,50.85231237,-1.529034498,20,1,NA,14.3
22259,876U,1999,5.4,249.5,I,NA,Unenclosed,63,50.85231237,-1.529034498,10,0,NA,7
22262,877,1959,10.8,481.6,F,1,Enclosed,24,50.85641861,-1.531792188,30,1,25.5,25.5
22265,877,1984,10.8,481.6,F,1,Enclosed,24,50.85641861,-1.531792188,30,1,NA,27.1
22266,877,1988,10.8,481.6,F,1,Enclosed,24,50.85641861,-1.531792188,30,1,NA,26.8
22267,877,1996,10.8,481.6,F,1,Enclosed,24,50.85641861,-1.531792188,30,1,NA,28.6
22268,877,2014,10.8,481.6,F,NA,Enclosed,24,50.86065581,-1.536029392,40,1,NA,31.83098862
22274,878,1959,11,482,I,3,Enclosed,24,50.85641501,-1.531793988,20,0,11,11
22281,878U,1959,9.6,253,I,NA,Unenclosed,63,50.85227457,-1.529002998,10,1,4,4
22286,879,1959,11.6,480.4,F,1,Enclosed,24,50.85642941,-1.531799388,70,1,62,62
22289,879,1984,11.6,480.4,F,1,Enclosed,24,50.85642941,-1.531799388,70,1,NA,65.6
22290,879,1988,11.6,480.4,F,1,Enclosed,24,50.85642941,-1.531799388,70,1,NA,66.1
22291,879,1996,11.6,480.4,F,1,Enclosed,24,50.85642941,-1.531799388,70,1,NA,67.8
22292,879,2014,11.6,480.4,F,NA,Enclosed,24,50.86064861,-1.536018592,70,1,NA,68.75493542
22293,879U,1959,9.1,253.6,I,NA,Unenclosed,63,50.85227907,-1.528997598,10,1,3,3
22296,87U,1959,0.9,28.2,Qr,NA,Unenclosed,52,50.85235287,-1.5310262,90,1,87,87
22297,87U,1964,0.9,28.2,Qr,NA,Unenclosed,52,50.85235287,-1.5310262,90,1,NA,85
22298,87U,1999,0.9,28.2,Qr,NA,Unenclosed,52,50.85235287,-1.5310262,90,1,NA,85.9
22303,88,1964,17.4,47.2,A,5,Enclosed,2,50.86032821,-1.531851588,10,1,NA,0.6
22310,880,1959,11.8,495.2,Q,2,Enclosed,24,50.85629621,-1.531801188,30,0,19,19
22317,880U,1959,8.7,253.3,I,NA,Unenclosed,63,50.85228267,-1.529000298,10,1,4,4
22322,881,1959,12.5,480.3,I,3,Enclosed,24,50.85643031,-1.531807488,20,1,15,15
22325,881,1984,12.5,480.3,I,3,Enclosed,24,50.85643031,-1.531807488,20,1,NA,13.7
22326,881,1988,12.5,480.3,I,3,Enclosed,24,50.85643031,-1.531807488,20,1,NA,13.5
22327,881,1996,12.5,480.3,I,3,Enclosed,24,50.85643031,-1.531807488,20,0,NA,13.7
22329,881U,1959,8.2,253.5,I,NA,Unenclosed,63,50.85228717,-1.528998498,10,0,4,4
22335,882,1959,12.5,481.8,F,1,Enclosed,24,50.85641681,-1.531807488,40,1,35,35
22337,882,1984,12.5,481.8,F,1,Enclosed,24,50.85641681,-1.531807488,40,1,NA,39.8
22338,882,1988,12.5,481.8,F,1,Enclosed,24,50.85641681,-1.531807488,50,1,NA,40.1
22339,882,1996,12.5,481.8,F,1,Enclosed,24,50.85641681,-1.531807488,50,1,NA,42
22340,882,2014,12.5,481.8,F,NA,Enclosed,24,50.86064051,-1.536031192,50,1,NA,45.83662361
22341,882U,1959,8,253.9,I,NA,Unenclosed,63,50.85228897,-1.528994898,10,1,4,4
22347,883,1959,12.5,482.1,I,3,Enclosed,24,50.85641411,-1.531807488,20,0,11,11
22353,883U,1959,5.5,254.8,I,NA,Unenclosed,63,50.85231147,-1.528986798,10,1,6,6
22354,883U,1964,5.5,254.8,I,NA,Unenclosed,63,50.85231147,-1.528986798,10,1,NA,7
22359,884,1959,12.6,481.7,F,1,Enclosed,24,50.85641771,-1.531808388,NA,0,4,4
22365,884U,1959,4,252.9,I,NA,Unenclosed,63,50.85232497,-1.529003898,10,0,4.5,4.5
22370,885,1959,13.2,481.5,I,3,Enclosed,24,50.85641951,-1.531813788,30,1,21,21
22377,885U,1959,3.6,253.8,I,NA,Unenclosed,63,50.85232857,-1.528995798,10,1,8,8
22378,885U,1964,3.6,253.8,I,NA,Unenclosed,63,50.85232857,-1.528995798,20,1,NA,10
22382,886,1959,13.7,484.7,F,1,Enclosed,24,50.85639071,-1.531818288,30,1,23,23
22389,886U,1959,2.4,253.8,I,NA,Unenclosed,63,50.85233937,-1.528995798,10,1,4.5,4.5
22394,887,1959,14,481.9,I,3,Enclosed,24,50.85641591,-1.531820988,10,1,7,7
22401,887U,1959,1.3,254.3,I,NA,Unenclosed,63,50.85234927,-1.528991298,10,1,3.5,3.5
22402,887U,1964,1.3,254.3,I,NA,Unenclosed,63,50.85234927,-1.528991298,10,1,NA,6
22403,887U,1999,1.3,254.3,I,NA,Unenclosed,63,50.85234927,-1.528991298,10,1,NA,9.1
22406,888,1959,14.2,488.8,Q,2,Enclosed,24,50.85635381,-1.531822788,30,1,23.5,23.5
22409,888,1984,14.2,488.8,Q,2,Enclosed,24,50.85635381,-1.531822788,30,1,NA,29
22410,888,1988,14.2,488.8,Q,2,Enclosed,24,50.85635381,-1.531822788,30,1,NA,29.5
22411,888,1996,14.2,488.8,Q,2,Enclosed,24,50.85635381,-1.531822788,30,1,NA,29.9
22412,888,2014,14.2,488.8,Q,NA,Enclosed,24,50.86062521,-1.536094192,40,1,NA,31.51267873
22413,888U,1959,1.1,254.6,I,NA,Unenclosed,63,50.85235107,-1.528988598,10,1,1.5,1.5
22418,889,1959,14.6,483.5,F,1,Enclosed,24,50.85640151,-1.531826388,40,1,33,33
22421,889,1984,14.6,483.5,F,1,Enclosed,24,50.85640151,-1.531826388,40,1,NA,38.2
22422,889,1988,14.6,483.5,F,1,Enclosed,24,50.85640151,-1.531826388,40,1,NA,38.4
22423,889,1996,14.6,483.5,F,1,Enclosed,24,50.85640151,-1.531826388,50,1,NA,40.1
22424,889,2014,14.6,483.5,F,NA,Enclosed,24,50.86062161,-1.536046492,50,1,NA,40.90282037
22425,889U,1959,1.1,254.1,I,NA,Unenclosed,63,50.85235107,-1.528993098,10,1,2.5,2.5
22428,88U,1959,0.1,27.9,I,NA,Unenclosed,52,50.85236007,-1.5310289,10,1,6,6
22429,88U,1964,0.1,27.9,I,NA,Unenclosed,52,50.85236007,-1.5310289,10,1,NA,7
22435,89,1964,17.5,46.6,I,3,Enclosed,2,50.86033361,-1.531852488,10,1,NA,0.3
22443,890,1959,14.7,482.9,F,1,Enclosed,24,50.85640691,-1.531827288,40,1,31,31
22445,890,1984,14.7,482.9,F,1,Enclosed,24,50.85640691,-1.531827288,40,1,NA,36.3
22446,890,1988,14.7,482.9,F,1,Enclosed,24,50.85640691,-1.531827288,40,1,NA,36.4
22447,890,1996,14.7,482.9,F,1,Enclosed,24,50.85640691,-1.531827288,40,1,NA,37.9
22448,890,2014,14.7,482.9,F,NA,Enclosed,24,50.86062071,-1.536041092,40,1,NA,39.152116
22449,890U,1959,0.3,252.6,I,NA,Unenclosed,63,50.85235827,-1.529006598,10,1,2.5,2.5
22455,891,1959,15,498.8,F,1,Enclosed,24,50.85626381,-1.531829988,40,1,31.5,31.5
22457,891,1984,15,498.8,F,1,Enclosed,24,50.85626381,-1.531829988,40,1,NA,39.5
22458,891,1988,15,498.8,F,1,Enclosed,24,50.85626381,-1.531829988,50,1,NA,40.6
22459,891,1996,15,498.8,F,1,Enclosed,24,50.85626381,-1.531829988,50,1,NA,43
22460,891,2014,15,498.8,F,NA,Enclosed,24,50.86061801,-1.536184192,50,1,NA,46.79155327
22461,891U,1959,0.4,253.3,I,NA,Unenclosed,63,50.85235737,-1.529000298,10,1,2,2
22466,892,1959,15.2,486.2,Q,2,Enclosed,24,50.85637721,-1.531831788,40,1,30,30
22469,892,1984,15.2,486.2,Q,2,Enclosed,24,50.85637721,-1.531831788,40,1,NA,31.8
22470,892,1988,15.2,486.2,Q,2,Enclosed,24,50.85637721,-1.531831788,40,0,NA,31
22471,892,1996,15.2,486.2,Q,2,Enclosed,24,50.85637721,-1.531831788,40,0,NA,30.2
22472,892,2014,15.2,486.2,Q,NA,Enclosed,24,50.86061621,-1.536070792,30,0,NA,27.37465021
22473,892U,1959,0.4,254.5,I,NA,Unenclosed,63,50.85235737,-1.528989498,10,1,2,2
22485,893U,1959,1,245.2,I,NA,Unenclosed,63,50.85235197,-1.529073198,10,1,4,4
22486,893U,1964,1,245.2,I,NA,Unenclosed,63,50.85235197,-1.529073198,10,1,NA,4
22490,894,1959,15.7,494.3,Q,2,Enclosed,24,50.85630431,-1.531836288,30,1,22.5,22.5
22497,894U,1959,2.2,255,F,NA,Unenclosed,63,50.85234117,-1.528984998,20,1,13,13
22498,894U,1964,2.2,255,F,NA,Unenclosed,63,50.85234117,-1.528984998,20,1,NA,13.4
22499,894U,1999,2.2,255,F,NA,Unenclosed,63,50.85234117,-1.528984998,30,1,NA,20.7
22503,895,1959,17.5,499.2,Q,2,Enclosed,24,50.85626021,-1.531852488,40,1,28,28
22505,895,1984,17.5,499.2,Q,2,Enclosed,24,50.85626021,-1.531852488,40,1,NA,32.5
22506,895,1988,17.5,499.2,Q,2,Enclosed,24,50.85626021,-1.531852488,40,1,NA,32.3
22507,895,1996,17.5,499.2,Q,2,Enclosed,24,50.85626021,-1.531852488,30,0,NA,29.9
22508,895,2014,17.5,499.2,Q,NA,Enclosed,24,50.86059551,-1.536187792,30,0,NA,28.01126998
22509,895U,1959,3.2,255.1,I,NA,Unenclosed,63,50.85233217,-1.528984098,10,0,4,4
22515,896,1959,17.7,487,F,1,Enclosed,24,50.85637001,-1.531854288,NA,0,10,10
22521,896U,1959,2.9,255.6,I,NA,Unenclosed,63,50.85233487,-1.528979598,10,1,3,3
22522,896U,1964,2.9,255.6,I,NA,Unenclosed,63,50.85233487,-1.528979598,10,1,NA,2
22527,897,1959,19,496.7,F,1,Enclosed,24,50.85628271,-1.531865988,30,0,20.5,20.5
22533,897U,1959,2.7,255.1,I,NA,Unenclosed,63,50.85233667,-1.528984098,10,0,2,2
22538,898,1959,19.4,488,F,1,Enclosed,24,50.85636101,-1.531869588,20,1,11,11
22541,898,1984,19.4,488,F,1,Enclosed,24,50.85636101,-1.531869588,20,1,NA,12.4
22542,898,1988,19.4,488,F,1,Enclosed,24,50.85636101,-1.531869588,20,1,NA,13.6
22543,898,1996,19.4,488,F,1,Enclosed,24,50.85636101,-1.531869588,20,1,NA,13.4
22544,898,2014,19.4,488,F,NA,Enclosed,24,50.86057841,-1.536086992,20,1,NA,14.16478994
22545,898U,1959,1.4,255.5,I,NA,Unenclosed,63,50.85234837,-1.528980498,10,1,5,5
22546,898U,1964,1.4,255.5,I,NA,Unenclosed,63,50.85234837,-1.528980498,10,1,NA,6
22550,899,1959,1,505,Fr,6,Enclosed,25,50.85620801,-1.531703988,30,1,20,20
22557,899U,1959,0.5,255.3,I,NA,Unenclosed,63,50.85235647,-1.528982298,10,1,4,4
22560,89U,1959,0.1,27.9,I,NA,Unenclosed,52,50.85236007,-1.5310289,10,1,6,6
22561,89U,1964,0.1,27.9,I,NA,Unenclosed,52,50.85236007,-1.5310289,10,1,NA,6
22566,9,1959,14.7,7.2,Q,2,Enclosed,0,50.86068821,-1.531827288,NA,1,25,25
22570,9,1964,14.7,7.2,Q,2,Enclosed,0,50.86068821,-1.531827288,30,0,NA,22
22579,90,1964,17.6,47.8,I,3,Enclosed,2,50.86032281,-1.531853388,10,1,NA,0.8
22586,900,1959,1.5,510,Fr,6,Enclosed,25,50.85616301,-1.531708488,20,1,18,18
22593,900U,1959,0.6,256.1,I,NA,Unenclosed,63,50.85235557,-1.528975098,10,1,4,4
22594,900U,1964,0.6,256.1,I,NA,Unenclosed,63,50.85235557,-1.528975098,10,1,NA,6
22598,901,1959,2.4,515,F,1,Enclosed,25,50.85611801,-1.531716588,50,1,47,47
22603,901,1996,2.4,515,F,1,Enclosed,25,50.85611801,-1.531716588,60,1,NA,57.6
22604,901,2014,2.4,515,F,NA,Enclosed,25,50.86073141,-1.536329993,70,1,NA,61.91127286
22605,901U,1959,4.9,257.5,I,NA,Unenclosed,63,50.85231687,-1.528962498,10,0,5,5
22611,902,1959,3,514.5,Q,2,Enclosed,25,50.85612251,-1.531721988,20,0,13,13
22617,902U,1959,0.9,257.3,F,NA,Unenclosed,63,50.85235287,-1.528964298,50,1,42,42
22618,902U,1964,0.9,257.3,F,NA,Unenclosed,63,50.85235287,-1.528964298,50,1,NA,46
22619,902U,1999,0.9,257.3,F,NA,Unenclosed,63,50.85235287,-1.528964298,70,1,NA,65.6
22623,903,1959,4.6,510,Fr,6,Enclosed,25,50.85616301,-1.531736388,20,1,19,19
22627,903,1996,4.6,510,Fr,6,Enclosed,25,50.85616301,-1.531736388,30,1,NA,21
22628,903,2014,4.6,510,Fr,NA,Enclosed,25,50.86071161,-1.536284993,30,1,NA,22.28169203
22629,903U,1959,1.6,259.4,F,NA,Unenclosed,63,50.85234657,-1.528945398,40,1,37,37
22630,903U,1964,1.6,259.4,F,NA,Unenclosed,63,50.85234657,-1.528945398,50,1,NA,40
22634,904,1959,4.6,517.6,Q,2,Enclosed,25,50.85609461,-1.531736388,40,1,35,35
22639,904,1996,4.6,517.6,Q,2,Enclosed,25,50.85609461,-1.531736388,50,1,NA,46.8
22640,904,2014,4.6,517.6,Q,NA,Enclosed,25,50.86071161,-1.536353393,60,1,NA,53.47606088
22641,904U,1959,5.5,259.6,I,NA,Unenclosed,63,50.85231147,-1.528943598,10,1,5,5
22642,904U,1964,5.5,259.6,I,NA,Unenclosed,63,50.85231147,-1.528943598,20,1,NA,12
22646,905,1959,4.6,518.2,F,1,Enclosed,25,50.85608921,-1.531736388,50,1,47,47
22651,905,1996,4.6,518.2,F,1,Enclosed,25,50.85608921,-1.531736388,60,1,NA,58.3
22652,905,2014,4.6,518.2,F,NA,Enclosed,25,50.86071161,-1.536358793,70,1,NA,63.18451241
22653,905U,1959,8.7,259.8,I,NA,Unenclosed,63,50.85228267,-1.528941798,10,1,8,8
22654,905U,1964,8.7,259.8,I,NA,Unenclosed,63,50.85228267,-1.528941798,20,1,NA,12
22655,905U,1999,8.7,259.8,I,NA,Unenclosed,63,50.85228267,-1.528941798,20,1,NA,13.7
22658,906,1959,8.6,513.5,Q,2,Enclosed,25,50.85613151,-1.531772388,20,0,13,13
22665,906U,1959,9,259.7,I,NA,Unenclosed,63,50.85227997,-1.528942698,10,0,5,5
22670,907,1959,8.7,516.2,F,1,Enclosed,25,50.85610721,-1.531773288,20,1,14,14
22677,907U,1959,9.5,259,I,NA,Unenclosed,63,50.85227547,-1.528948998,10,1,3,3
22678,907U,1964,9.5,259,I,NA,Unenclosed,63,50.85227547,-1.528948998,10,1,NA,6
22682,908,1959,8.7,516.8,Q,2,Enclosed,25,50.85610181,-1.531773288,30,1,21,21
22689,908U,1959,9,257.8,Qr,NA,Unenclosed,63,50.85227997,-1.528959798,70,1,68,68
22690,908U,1964,9,257.8,Qr,NA,Unenclosed,63,50.85227997,-1.528959798,70,1,NA,68.5
22691,908U,1999,9,257.8,Qr,NA,Unenclosed,63,50.85227997,-1.528959798,70,1,NA,69.7
