,Tree_ID,Year,Dist_west,Dist_south,Sp,Sp_code,En.Un,Block_new,Lat,Long,Class,Status2,DBH.y,DBH_mean
1,1,1959,1.3,16.4,B,4,Enclosed,0,50.86060541,-1.531706688,NA,1,35,35
5,1,1964,1.3,16.4,B,4,Enclosed,0,50.86060541,-1.531706688,40,1,NA,37
6,1,1984,1.3,16.4,B,4,Enclosed,0,50.86060541,-1.531706688,40,1,NA,39
13,10,1959,15.8,7,Q,2,Enclosed,0,50.86069001,-1.531837188,30,1,28,28
14,10,1964,15.8,7,Q,2,Enclosed,0,50.86069001,-1.531837188,40,1,NA,30
15,10,1984,15.8,7,Q,2,Enclosed,0,50.86069001,-1.531837188,40,1,NA,31
16,10,1988,15.8,7,Q,2,Enclosed,0,50.86069001,-1.531837188,40,1,NA,32.1
17,10,1996,15.8,7,Q,2,Enclosed,0,50.86069001,-1.531837188,40,0,NA,31.8
24,100,1984,18.4,55.5,I,3.03,Enclosed,2,50.86025351,-1.531860588,10,1,NA,5
25,100,1988,18.4,55.5,I,3.03,Enclosed,2,50.86025351,-1.531860588,10,1,NA,6.1
26,100,1996,18.4,55.5,I,3.03,Enclosed,2,50.86025351,-1.531860588,10,1,NA,7
27,100,2014,18.4,55.5,I,NA,Enclosed,2,50.86058741,-1.532194488,10,1,NA,9.230986699
30,1000,1959,7,559.3,F,1,Enclosed,27,50.8557193,-1.531757988,10,1,0.2,0.2
37,1000U,1959,10.2,279.6,I,NA,Unenclosed,64,50.85226917,-1.528763597,10,1,2,2
43,1001,1959,7.5,557.8,F,1,Enclosed,27,50.8557328,-1.531762488,40,1,37,37
44,1001,1964,7.5,557.8,F,1,Enclosed,27,50.8557328,-1.531762488,40,1,NA,37
45,1001,1984,7.5,557.8,F,1,Enclosed,27,50.8557328,-1.531762488,50,1,NA,44.6
46,1001,1988,7.5,557.8,F,1,Enclosed,27,50.8557328,-1.531762488,50,0,NA,45
48,1001,2014,7.5,557.8,F,NA,Enclosed,27,50.86068551,-1.536715193,20,NA,NA,16.87042397
49,1001U,1959,10.1,279.2,I,NA,Unenclosed,64,50.85227007,-1.528767197,10,0,2,2
54,1002,1959,7.5,540.2,F,1,Enclosed,27,50.85589121,-1.531762488,10,1,6.75,6.75
56,1002,1964,7.5,540.2,F,1,Enclosed,27,50.85589121,-1.531762488,10,1,NA,7.5
66,1003,1959,7.5,541.7,Q,2,Enclosed,27,50.85587771,-1.531762488,90,1,85,85
68,1003,1964,7.5,541.7,Q,2,Enclosed,27,50.85587771,-1.531762488,90,1,NA,86
69,1003,1984,7.5,541.7,Q,2,Enclosed,27,50.85587771,-1.531762488,100,1,NA,95.5
70,1003,1988,7.5,541.7,Q,2,Enclosed,27,50.85587771,-1.531762488,100,1,NA,97.6
71,1003,1996,7.5,541.7,Q,2,Enclosed,27,50.85587771,-1.531762488,120,1,NA,101.2
72,1003,2014,7.5,541.7,Q,NA,Enclosed,27,50.86068551,-1.536570293,120,1,NA,105.3605723
73,1003U,1959,11,278.8,I,NA,Unenclosed,64,50.85226197,-1.528770797,10,1,3.5,3.5
79,1004,1959,7.5,557.7,F,1,Enclosed,27,50.8557337,-1.531762488,30,1,19.75,19.75
85,1004U,1959,11.9,277.4,Qr,NA,Unenclosed,64,50.85225387,-1.528783398,40,0,31,31
86,1004U,1964,11.9,277.4,Qr,NA,Unenclosed,64,50.85225387,-1.528783398,50,0,NA,40
90,1005,1959,7.8,547.7,I,3,Enclosed,27,50.85582371,-1.531765188,10,1,4.55,4.55
97,1005U,1959,11.7,276.7,I,NA,Unenclosed,64,50.85225567,-1.528789698,10,0,3,3
103,1006,1959,7.8,559.1,I,3,Enclosed,27,50.8557211,-1.531765188,10,1,6.3,6.3
104,1006,1964,7.8,559.1,I,3,Enclosed,27,50.8557211,-1.531765188,10,1,NA,6
109,1006U,1959,11.8,276,I,NA,Unenclosed,64,50.85225477,-1.528795998,10,1,2,2
110,1006U,1964,11.8,276,I,NA,Unenclosed,64,50.85225477,-1.528795998,10,1,NA,3
115,1007,1959,7.9,541.3,I,3,Enclosed,27,50.85588131,-1.531766088,NA,0,1.6,1.6
121,1007U,1959,13.8,276,I,NA,Unenclosed,64,50.85223677,-1.528795998,10,1,4.5,4.5
122,1007U,1964,13.8,276,I,NA,Unenclosed,64,50.85223677,-1.528795998,10,1,NA,5
126,1008,1959,7.9,549.4,F,1,Enclosed,27,50.85580841,-1.531766088,10,1,10.2,10.2
128,1008,1964,7.9,549.4,F,1,Enclosed,27,50.85580841,-1.531766088,20,1,NA,13.5
129,1008,1984,7.9,549.4,F,1,Enclosed,27,50.85580841,-1.531766088,20,0,NA,17.8
130,1008,1988,7.9,549.4,F,1,Enclosed,27,50.85580841,-1.531766088,20,0,NA,17.5
133,1008U,1959,14,276.35,I,NA,Unenclosed,64,50.85223497,-1.528792848,10,1,7.5,7.5
134,1008U,1964,14,276.35,I,NA,Unenclosed,64,50.85223497,-1.528792848,10,1,NA,8
135,1008U,1999,14,276.35,I,NA,Unenclosed,64,50.85223497,-1.528792848,20,1,NA,10.2
138,1009,1959,8,541.2,I,3,Enclosed,27,50.85588221,-1.531766988,10,1,4.9,4.9
140,1009,1964,8,541.2,I,3,Enclosed,27,50.85588221,-1.531766988,10,1,NA,6
141,1009,1984,8,541.2,I,3,Enclosed,27,50.85588221,-1.531766988,10,0,NA,7.3
142,1009,1988,8,541.2,I,3,Enclosed,27,50.85588221,-1.531766988,10,0,NA,7
145,1009U,1959,14,276.35,I,NA,Unenclosed,64,50.85223497,-1.528792848,10,1,7.5,7.5
146,1009U,1964,14,276.35,I,NA,Unenclosed,64,50.85223497,-1.528792848,10,1,NA,8
147,1009U,1999,14,276.35,I,NA,Unenclosed,64,50.85223497,-1.528792848,10,1,NA,8.3
148,100U,1959,4.6,39,I,NA,Unenclosed,52,50.85231957,-1.530929,10,1,5,5
149,100U,1964,4.6,39,I,NA,Unenclosed,52,50.85231957,-1.530929,10,1,NA,5.5
150,100U,1999,4.6,39,I,NA,Unenclosed,52,50.85231957,-1.530929,20,1,NA,10.3
158,101,1996,18.4,55.5,I,3.04,Enclosed,2,50.86025351,-1.531860588,10,1,NA,2.2
159,101,2014,18.4,55.5,I,NA,Enclosed,2,50.86058741,-1.532194488,20,1,NA,11.30000096
163,1010,1959,8,542.3,I,3,Enclosed,27,50.85587231,-1.531766988,10,1,7,7
164,1010,1964,8,542.3,I,3,Enclosed,27,50.85587231,-1.531766988,10,1,NA,6
165,1010,1984,8,542.3,I,3,Enclosed,27,50.85587231,-1.531766988,10,1,NA,7.6
166,1010,1988,8,542.3,I,3,Enclosed,27,50.85587231,-1.531766988,10,1,NA,7.3
167,1010,1996,8,542.3,I,3,Enclosed,27,50.85587231,-1.531766988,10,1,NA,9.2
168,1010,2014,8,542.3,I,NA,Enclosed,27,50.86068101,-1.536575693,20,1,NA,12.09577567
169,1010U,1959,16.9,276.5,I,NA,Unenclosed,64,50.85220887,-1.528791498,20,1,10,10
170,1010U,1964,16.9,276.5,I,NA,Unenclosed,64,50.85220887,-1.528791498,10,1,NA,9
175,1011,1959,8.4,548.2,I,3,Enclosed,27,50.85581921,-1.531770588,10,1,3.9,3.9
176,1011,1964,8.4,548.2,I,3,Enclosed,27,50.85581921,-1.531770588,10,1,NA,4
177,1011,1984,8.4,548.2,I,3,Enclosed,27,50.85581921,-1.531770588,10,0,NA,4
181,1011U,1959,16.2,275.8,F,NA,Unenclosed,64,50.85221517,-1.528797798,10,1,2.5,2.5
182,1011U,1964,16.2,275.8,F,NA,Unenclosed,64,50.85221517,-1.528797798,10,1,NA,4
187,1012,1959,8.8,547.8,I,3,Enclosed,27,50.85582281,-1.531774188,10,1,4.75,4.75
188,1012,1964,8.8,547.8,I,3,Enclosed,27,50.85582281,-1.531774188,10,1,NA,5
189,1012,1984,8.8,547.8,I,3,Enclosed,27,50.85582281,-1.531774188,10,1,NA,5.4
190,1012,1988,8.8,547.8,I,3,Enclosed,27,50.85582281,-1.531774188,10,1,NA,4.9
191,1012,1996,8.8,547.8,I,3,Enclosed,27,50.85582281,-1.531774188,10,1,NA,6.4
192,1012,2014,8.8,547.8,I,NA,Enclosed,27,50.86067381,-1.536625193,20,1,NA,11.14084602
193,1012U,1959,18.9,273.2,F,NA,Unenclosed,64,50.85219087,-1.528821198,10,1,1,1
199,1013,1959,8.8,549.1,I,3,Enclosed,27,50.85581111,-1.531774188,20,1,14,14
200,1013,1964,8.8,549.1,I,3,Enclosed,27,50.85581111,-1.531774188,20,1,NA,13
201,1013,1984,8.8,549.1,I,3,Enclosed,27,50.85581111,-1.531774188,20,1,NA,16.6
202,1013,1988,8.8,549.1,I,3,Enclosed,27,50.85581111,-1.531774188,20,1,NA,17.5
203,1013,1996,8.8,549.1,I,3,Enclosed,27,50.85581111,-1.531774188,20,0,NA,17.5
204,1013,2014,8.8,549.1,I,NA,Enclosed,27,50.86067381,-1.536636893,10,0,NA,4.13802852
211,1014,1959,8.8,549.1,I,3.01,Enclosed,27,50.85581111,-1.531774188,10,1,9.5,9.5
212,1014,1964,8.8,549.1,I,3.01,Enclosed,27,50.85581111,-1.531774188,10,1,NA,9
213,1014,1984,8.8,549.1,I,3.01,Enclosed,27,50.85581111,-1.531774188,20,1,NA,10.8
214,1014,1988,8.8,549.1,I,3.01,Enclosed,27,50.85581111,-1.531774188,20,1,NA,10.9
215,1014,1996,8.8,549.1,I,3.01,Enclosed,27,50.85581111,-1.531774188,20,0,NA,11.5
216,1014,2014,8.8,549.1,I,NA,Enclosed,27,50.86067381,-1.536636893,20,0,NA,11.61831085
217,1014U,1959,18.6,272.4,I,NA,Unenclosed,64,50.85219357,-1.528828398,10,1,6,6
218,1014U,1964,18.6,272.4,I,NA,Unenclosed,64,50.85219357,-1.528828398,10,1,NA,8
223,1015,1959,9.2,558.9,Q,2,Enclosed,27,50.8557229,-1.531777788,70,1,68.5,68.5
224,1015,1964,9.2,558.9,Q,2,Enclosed,27,50.8557229,-1.531777788,80,1,NA,72
225,1015,1984,9.2,558.9,Q,2,Enclosed,27,50.8557229,-1.531777788,80,1,NA,71.3
226,1015,1988,9.2,558.9,Q,2,Enclosed,27,50.8557229,-1.531777788,80,1,NA,70.4
227,1015,1996,9.2,558.9,Q,2,Enclosed,27,50.8557229,-1.531777788,80,1,NA,72.6
228,1015,2014,9.2,558.9,Q,NA,Enclosed,27,50.86067021,-1.536725093,80,1,NA,75.12113314
229,1015U,1959,16.5,272.5,I,NA,Unenclosed,64,50.85221247,-1.528827498,10,1,2,2
230,1015U,1964,16.5,272.5,I,NA,Unenclosed,64,50.85221247,-1.528827498,10,1,NA,3
235,1016,1959,9.8,557.8,F,1,Enclosed,27,50.8557328,-1.531783188,20,1,19.8,19.8
236,1016,1964,9.8,557.8,F,1,Enclosed,27,50.8557328,-1.531783188,20,1,NA,19.5
237,1016,1984,9.8,557.8,F,1,Enclosed,27,50.8557328,-1.531783188,30,1,NA,23.2
238,1016,1988,9.8,557.8,F,1,Enclosed,27,50.8557328,-1.531783188,30,1,NA,24.4
241,1016U,1959,16.2,273,I,NA,Unenclosed,64,50.85221517,-1.528822998,10,1,3,3
242,1016U,1964,16.2,273,I,NA,Unenclosed,64,50.85221517,-1.528822998,10,1,NA,4
246,1017,1959,10.2,544.2,F,1,Enclosed,27,50.85585521,-1.531786788,20,1,12.35,12.35
248,1017,1964,10.2,544.2,F,1,Enclosed,27,50.85585521,-1.531786788,20,1,NA,14
249,1017,1984,10.2,544.2,F,1,Enclosed,27,50.85585521,-1.531786788,20,1,NA,16.9
250,1017,1988,10.2,544.2,F,1,Enclosed,27,50.85585521,-1.531786788,20,1,NA,18.8
251,1017,1996,10.2,544.2,F,1,Enclosed,27,50.85585521,-1.531786788,30,1,NA,21.3
252,1017,2014,10.2,544.2,F,NA,Enclosed,27,50.86066121,-1.536592793,30,1,NA,25.78310078
253,1017U,1959,16.7,273.3,I,NA,Unenclosed,64,50.85221067,-1.528820298,10,1,5,5
254,1017U,1964,16.7,273.3,I,NA,Unenclosed,64,50.85221067,-1.528820298,10,1,NA,6
259,1018,1959,10.8,542.3,F,1,Enclosed,27,50.85587231,-1.531792188,20,1,12.45,12.45
260,1018,1964,10.8,542.3,F,1,Enclosed,27,50.85587231,-1.531792188,20,0,NA,11
266,1018U,1964,16.4,273.5,I,NA,Unenclosed,64,50.85221337,-1.528818498,10,1,NA,3
271,1019,1959,10.8,553.6,I,3,Enclosed,27,50.85577061,-1.531792188,10,1,7.25,7.25
272,1019,1964,10.8,553.6,I,3,Enclosed,27,50.85577061,-1.531792188,10,NA,NA,7.5
277,1019U,1959,15.5,273.8,I,NA,Unenclosed,64,50.85222147,-1.528815798,10,1,6,6
278,1019U,1964,15.5,273.8,I,NA,Unenclosed,64,50.85222147,-1.528815798,10,1,NA,7
282,101U,1999,4.6,39,I,NA,Unenclosed,52,50.85231957,-1.530929,10,1,NA,1.6
290,102,1996,18.4,55.5,I,3.05,Enclosed,2,50.86025351,-1.531860588,10,1,NA,2.2
291,102,2014,18.4,55.5,I,NA,Enclosed,2,50.86058741,-1.532194488,20,1,NA,14.96056465
295,1020,1959,11,549.3,I,3,Enclosed,27,50.85580931,-1.531793988,10,1,6.65,6.65
296,1020,1964,11,549.3,I,3,Enclosed,27,50.85580931,-1.531793988,10,1,NA,6
297,1020,1984,11,549.3,I,3,Enclosed,27,50.85580931,-1.531793988,10,1,NA,7.6
298,1020,1988,11,549.3,I,3,Enclosed,27,50.85580931,-1.531793988,10,NA,NA,7.6
299,1020,1996,11,549.3,I,3,Enclosed,27,50.85580931,-1.531793988,10,NA,NA,7.6
301,1020U,1959,14.8,272.1,I,NA,Unenclosed,64,50.85222777,-1.528831098,20,1,10,10
302,1020U,1964,14.8,272.1,I,NA,Unenclosed,64,50.85222777,-1.528831098,20,1,NA,12
307,1021,1959,11.1,548.6,I,3,Enclosed,27,50.85581561,-1.531794888,10,1,4,4
318,1022,1959,11.1,547.8,F,1,Enclosed,27,50.85582281,-1.531794888,20,1,15,15
320,1022,1964,11.1,547.8,F,1,Enclosed,27,50.85582281,-1.531794888,20,1,NA,14.5
325,1022U,1959,11,273,I,NA,Unenclosed,64,50.85226197,-1.528822998,20,1,10,10
326,1022U,1964,11,273,I,NA,Unenclosed,64,50.85226197,-1.528822998,10,1,NA,9
331,1023,1959,11.3,546.6,I,3,Enclosed,27,50.85583361,-1.531796688,20,0,14.5,14.5
337,1023U,1959,10.8,270.9,I,NA,Unenclosed,64,50.85226377,-1.528841898,10,1,6.5,6.5
338,1023U,1964,10.8,270.9,I,NA,Unenclosed,64,50.85226377,-1.528841898,10,1,NA,6
343,1024,1959,11.8,544.2,F,1,Enclosed,27,50.85585521,-1.531801188,10,1,4.7,4.7
344,1024,1964,11.8,544.2,F,1,Enclosed,27,50.85585521,-1.531801188,10,1,NA,4
345,1024,1984,11.8,544.2,F,1,Enclosed,27,50.85585521,-1.531801188,10,1,NA,7
346,1024,1988,11.8,544.2,F,1,Enclosed,27,50.85585521,-1.531801188,10,1,NA,7.6
347,1024,1996,11.8,544.2,F,1,Enclosed,27,50.85585521,-1.531801188,20,1,NA,10.5
349,1024U,1959,12.8,270.9,I,NA,Unenclosed,64,50.85224577,-1.528841898,10,1,8.5,8.5
350,1024U,1964,12.8,270.9,I,NA,Unenclosed,64,50.85224577,-1.528841898,10,1,NA,8
355,1025,1959,12,542.7,F,1,Enclosed,27,50.85586871,-1.531802988,30,1,23,23
356,1025,1964,12,542.7,F,1,Enclosed,27,50.85586871,-1.531802988,30,1,NA,26
357,1025,1984,12,542.7,F,1,Enclosed,27,50.85586871,-1.531802988,30,1,NA,27.1
358,1025,1988,12,542.7,F,1,Enclosed,27,50.85586871,-1.531802988,30,1,NA,27.2
359,1025,1996,12,542.7,F,1,Enclosed,27,50.85586871,-1.531802988,30,0,NA,27.7
361,1025U,1959,13.1,270.1,I,NA,Unenclosed,64,50.85224307,-1.528849098,10,1,7.5,7.5
362,1025U,1964,13.1,270.1,I,NA,Unenclosed,64,50.85224307,-1.528849098,10,1,NA,7
366,1026,1959,12.1,550.7,Q,2,Enclosed,27,50.85579671,-1.531803888,50,1,45,45
368,1026,1964,12.1,550.7,Q,2,Enclosed,27,50.85579671,-1.531803888,50,1,NA,44
369,1026,1984,12.1,550.7,Q,2,Enclosed,27,50.85579671,-1.531803888,50,1,NA,47.1
370,1026,1988,12.1,550.7,Q,2,Enclosed,27,50.85579671,-1.531803888,50,0,NA,47.1
371,1026,1996,12.1,550.7,Q,2,Enclosed,27,50.85579671,-1.531803888,50,0,NA,47.1
373,1026U,1959,13.7,269.8,I,NA,Unenclosed,64,50.85223767,-1.528851798,10,1,9,9
374,1026U,1964,13.7,269.8,I,NA,Unenclosed,64,50.85223767,-1.528851798,20,1,NA,11
378,1027,1959,13,551.6,F,1,Enclosed,27,50.85578861,-1.531811988,20,1,15.5,15.5
380,1027,1964,13,551.6,F,1,Enclosed,27,50.85578861,-1.531811988,20,0,NA,14
385,1027U,1959,16.4,270.5,I,NA,Unenclosed,64,50.85221337,-1.528845498,10,1,8,8
386,1027U,1964,16.4,270.5,I,NA,Unenclosed,64,50.85221337,-1.528845498,10,1,NA,8
391,1028,1959,13.1,548.3,I,3,Enclosed,27,50.85581831,-1.531812888,NA,0,6,6
397,1028U,1959,18,269.5,I,NA,Unenclosed,64,50.85219897,-1.528854498,10,1,6.5,6.5
398,1028U,1964,18,269.5,I,NA,Unenclosed,64,50.85219897,-1.528854498,10,1,NA,6
403,1029,1959,13.2,545.3,I,3,Enclosed,27,50.85584531,-1.531813788,10,1,5.85,5.85
404,1029,1964,13.2,545.3,I,3,Enclosed,27,50.85584531,-1.531813788,10,1,NA,3.5
405,1029,1984,13.2,545.3,I,3,Enclosed,27,50.85584531,-1.531813788,10,0,NA,5.1
409,1029U,1959,14,267.7,I,NA,Unenclosed,64,50.85223497,-1.528870698,10,1,4.5,4.5
410,1029U,1964,14,267.7,I,NA,Unenclosed,64,50.85223497,-1.528870698,10,1,NA,5
412,102U,1959,4.6,39,I,NA,Unenclosed,52,50.85231957,-1.530929,10,1,3,3
413,102U,1964,4.6,39,I,NA,Unenclosed,52,50.85231957,-1.530929,10,1,NA,3.5
414,102U,1999,4.6,39,I,NA,Unenclosed,52,50.85231957,-1.530929,10,1,NA,6.7
418,103,1959,18.7,46.6,I,3,Enclosed,2,50.86033361,-1.531863288,10,1,0.4,0.4
427,1030,1959,13.2,554.7,I,3,Enclosed,27,50.85576071,-1.531813788,10,1,5.65,5.65
428,1030,1964,13.2,554.7,I,3,Enclosed,27,50.85576071,-1.531813788,10,0,NA,4
433,1030U,1959,12.7,268.3,F,NA,Unenclosed,64,50.85224667,-1.528865298,70,1,66,66
434,1030U,1964,12.7,268.3,F,NA,Unenclosed,64,50.85224667,-1.528865298,80,1,NA,70
439,1031,1959,13.3,542.6,I,3,Enclosed,27,50.85586961,-1.531814688,20,1,10.25,10.25
440,1031,1964,13.3,542.6,I,3,Enclosed,27,50.85586961,-1.531814688,20,1,NA,10
441,1031,1984,13.3,542.6,I,3,Enclosed,27,50.85586961,-1.531814688,20,1,NA,10.2
445,1031U,1959,12.8,267.9,I,NA,Unenclosed,64,50.85224577,-1.528868898,10,1,8,8
446,1031U,1964,12.8,267.9,I,NA,Unenclosed,64,50.85224577,-1.528868898,10,1,NA,9
451,1032,1959,13.5,547.9,F,1,Enclosed,27,50.85582191,-1.531816488,NA,0,6.4,6.4
457,1032U,1959,12.3,267.1,I,NA,Unenclosed,64,50.85225027,-1.528876098,10,1,7,7
458,1032U,1964,12.3,267.1,I,NA,Unenclosed,64,50.85225027,-1.528876098,10,1,NA,7
463,1033,1959,14.1,546.8,I,3,Enclosed,27,50.85583181,-1.531821888,10,1,5.85,5.85
464,1033,1964,14.1,546.8,I,3,Enclosed,27,50.85583181,-1.531821888,10,1,NA,5
465,1033,1984,14.1,546.8,I,3,Enclosed,27,50.85583181,-1.531821888,10,1,NA,5.7
469,1033U,1959,13.2,267.1,I,NA,Unenclosed,64,50.85224217,-1.528876098,10,1,5,5
470,1033U,1964,13.2,267.1,I,NA,Unenclosed,64,50.85224217,-1.528876098,10,1,NA,6
474,1034,1959,14.8,555.1,F,1,Enclosed,27,50.85575711,-1.531828188,10,0,2,2
481,1034U,1959,14,267.3,I,NA,Unenclosed,64,50.85223497,-1.528874298,10,1,7,7
482,1034U,1964,14,267.3,I,NA,Unenclosed,64,50.85223497,-1.528874298,10,0,NA,8
486,1035,1959,15.2,552.8,F,1,Enclosed,27,50.85577781,-1.531831788,20,1,17.8,17.8
488,1035,1964,15.2,552.8,F,1,Enclosed,27,50.85577781,-1.531831788,20,1,NA,18
489,1035,1984,15.2,552.8,F,1,Enclosed,27,50.85577781,-1.531831788,30,1,NA,22
490,1035,1988,15.2,552.8,F,1,Enclosed,27,50.85577781,-1.531831788,30,1,NA,23.5
491,1035,1996,15.2,552.8,F,1,Enclosed,27,50.85577781,-1.531831788,30,0,NA,22.3
493,1035U,1959,15.3,267.5,I,NA,Unenclosed,64,50.85222327,-1.528872498,10,1,5,5
494,1035U,1964,15.3,267.5,I,NA,Unenclosed,64,50.85222327,-1.528872498,10,1,NA,5
498,1036,1959,15.7,554.2,I,3,Enclosed,27,50.85576521,-1.531836288,10,1,5.15,5.15
500,1036,1964,15.7,554.2,I,3,Enclosed,27,50.85576521,-1.531836288,10,1,NA,4.5
501,1036,1984,15.7,554.2,I,3,Enclosed,27,50.85576521,-1.531836288,10,0,NA,4.8
505,1036U,1959,14.9,266.3,I,NA,Unenclosed,64,50.85222687,-1.528883298,10,1,5,5
506,1036U,1964,14.9,266.3,I,NA,Unenclosed,64,50.85222687,-1.528883298,10,1,NA,4
510,1037,1959,15.7,555.2,I,3,Enclosed,27,50.85575621,-1.531836288,10,1,6,6
512,1037,1964,15.7,555.2,I,3,Enclosed,27,50.85575621,-1.531836288,10,1,NA,4.5
517,1037U,1959,12.7,265.9,I,NA,Unenclosed,64,50.85224667,-1.528886898,10,1,5,5
518,1037U,1964,12.7,265.9,I,NA,Unenclosed,64,50.85224667,-1.528886898,10,1,NA,5
522,1038,1959,15.8,550.3,F,1,Enclosed,27,50.85580031,-1.531837188,30,1,20,20
524,1038,1964,15.8,550.3,F,1,Enclosed,27,50.85580031,-1.531837188,20,1,NA,19
525,1038,1984,15.8,550.3,F,1,Enclosed,27,50.85580031,-1.531837188,30,1,NA,22
526,1038,1988,15.8,550.3,F,1,Enclosed,27,50.85580031,-1.531837188,30,1,NA,22.1
527,1038,1996,15.8,550.3,F,1,Enclosed,27,50.85580031,-1.531837188,30,0,NA,21.6
528,1038,2014,15.8,550.3,F,NA,Enclosed,27,50.86061081,-1.536647693,20,0,NA,19.41690306
529,1038U,1959,11.3,266.2,I,NA,Unenclosed,64,50.85225927,-1.528884198,10,0,9.5,9.5
534,1039,1959,15.9,548.4,I,3,Enclosed,27,50.85581741,-1.531838088,10,1,5,5
536,1039,1964,15.9,548.4,I,3,Enclosed,27,50.85581741,-1.531838088,10,1,NA,4.5
537,1039,1984,15.9,548.4,I,3,Enclosed,27,50.85581741,-1.531838088,10,1,NA,6.4
538,1039,1988,15.9,548.4,I,3,Enclosed,27,50.85581741,-1.531838088,10,1,NA,6.9
539,1039,1996,15.9,548.4,I,3,Enclosed,27,50.85581741,-1.531838088,10,1,NA,8.9
540,1039,2014,15.9,548.4,I,NA,Enclosed,27,50.86060991,-1.536630593,20,NA,NA,12.41408556
541,1039U,1959,11.6,264,I,NA,Unenclosed,64,50.85225657,-1.528903998,10,1,8,8
542,1039U,1964,11.6,264,I,NA,Unenclosed,64,50.85225657,-1.528903998,10,1,NA,9
544,103U,1959,4.6,39,I,NA,Unenclosed,52,50.85231957,-1.530929,10,1,1,1
545,103U,1964,4.6,39,I,NA,Unenclosed,52,50.85231957,-1.530929,10,1,NA,1.5
546,103U,1999,4.6,39,I,NA,Unenclosed,52,50.85231957,-1.530929,10,1,NA,4.8
551,104,1964,18.7,47.7,A,5,Enclosed,2,50.86032371,-1.531863288,10,1,NA,0.7
558,1040,1959,16,546.3,I,3,Enclosed,27,50.85583631,-1.531838988,10,1,5.55,5.55
560,1040,1964,16,546.3,I,3,Enclosed,27,50.85583631,-1.531838988,10,1,NA,5
561,1040,1984,16,546.3,I,3,Enclosed,27,50.85583631,-1.531838988,10,1,NA,7.6
562,1040,1988,16,546.3,I,3,Enclosed,27,50.85583631,-1.531838988,10,1,NA,7.6
563,1040,1996,16,546.3,I,3,Enclosed,27,50.85583631,-1.531838988,10,NA,NA,7.3
565,1040U,1959,13.3,264.8,I,NA,Unenclosed,64,50.85224127,-1.528896798,10,1,4,4
566,1040U,1964,13.3,264.8,I,NA,Unenclosed,64,50.85224127,-1.528896798,10,1,NA,4.5
570,1041,1959,16.2,548.8,F,1,Enclosed,27,50.85581381,-1.531840788,30,1,20,20
572,1041,1964,16.2,548.8,F,1,Enclosed,27,50.85581381,-1.531840788,30,1,NA,22
573,1041,1984,16.2,548.8,F,1,Enclosed,27,50.85581381,-1.531840788,30,1,NA,26.7
574,1041,1988,16.2,548.8,F,1,Enclosed,27,50.85581381,-1.531840788,30,1,NA,29.1
575,1041,1996,16.2,548.8,F,1,Enclosed,27,50.85581381,-1.531840788,40,1,NA,32.8
576,1041,2014,16.2,548.8,F,NA,Enclosed,27,50.86060721,-1.536634193,50,1,NA,41.06197532
577,1041U,1959,19.7,264.4,I,NA,Unenclosed,64,50.85218367,-1.528900398,10,1,3,3
578,1041U,1964,19.7,264.4,I,NA,Unenclosed,64,50.85218367,-1.528900398,10,1,NA,4
582,1042,1959,16.5,557.8,I,3,Enclosed,27,50.8557328,-1.531843488,20,1,13.8,13.8
584,1042,1964,16.5,557.8,I,3,Enclosed,27,50.8557328,-1.531843488,20,1,NA,14
585,1042,1984,16.5,557.8,I,3,Enclosed,27,50.8557328,-1.531843488,20,1,NA,16.6
586,1042,1988,16.5,557.8,I,3,Enclosed,27,50.8557328,-1.531843488,20,1,NA,18.4
587,1042,1996,16.5,557.8,I,3,Enclosed,27,50.8557328,-1.531843488,20,1,NA,19.4
588,1042,2014,16.5,557.8,I,NA,Enclosed,27,50.86060451,-1.536715193,30,0,NA,22.28169203
594,1043,1959,16.7,548,I,3,Enclosed,27,50.85582101,-1.531845288,10,1,4.25,4.25
601,1043U,1959,17.9,261.45,I,NA,Unenclosed,64,50.85219987,-1.528926948,20,1,14,14
602,1043U,1964,17.9,261.45,I,NA,Unenclosed,64,50.85219987,-1.528926948,20,1,NA,18
606,1044,1959,17.2,557.5,F,1,Enclosed,27,50.8557355,-1.531849788,10,1,6.4,6.4
613,1044U,1959,16.7,261.1,I,NA,Unenclosed,64,50.85221067,-1.528930098,10,1,4,4
614,1044U,1964,16.7,261.1,I,NA,Unenclosed,64,50.85221067,-1.528930098,10,1,NA,5
618,1045,1959,17.7,540.3,F,1,Enclosed,27,50.85589031,-1.531854288,10,0,7,7
625,1045U,1959,16.1,262.5,Qr,NA,Unenclosed,64,50.85221607,-1.528917498,30,1,20,20
626,1045U,1964,16.1,262.5,Qr,NA,Unenclosed,64,50.85221607,-1.528917498,30,1,NA,23
627,1045U,1999,16.1,262.5,Qr,NA,Unenclosed,64,50.85221607,-1.528917498,40,1,NA,34.9
630,1046,1959,17.7,546.6,I,3,Enclosed,27,50.85583361,-1.531854288,10,1,1.9,1.9
642,1047,1959,17.7,550.2,F,1,Enclosed,27,50.85580121,-1.531854288,30,1,20,20
644,1047,1964,17.7,550.2,F,1,Enclosed,27,50.85580121,-1.531854288,30,1,NA,20
645,1047,1984,17.7,550.2,F,1,Enclosed,27,50.85580121,-1.531854288,30,1,NA,25.1
