"Block","Year","BAM","BAPERCM","A_BA","B_BA","Cr_BA","F_BA","Fr_BA","I_BA","PM_BA","Q_BA","Sc_BA","T_BA"
58,2014,2.00838643843951,-0.932327964683268,0,0,0,0,0,2.00838643843951,0,0,0,0
60,1964,38.4098971809522,0,0,0,0,20.3575203952619,0,3.53036474447153,0,14.5220120412188,0,0
60,1999,15.9937303897011,-0.583603925978939,0,0,0,0,0,0.615143476526966,0,15.3785869131742,0,0
60,2014,1.2931339623784,-0.966333313617416,0,0,0.31831011381625,0,0,0.974823848562149,0,0,0,0
61,1964,56.4524564896001,0,0,0,0,47.4262680967549,0,3.95251625729766,0,5.07367213554752,0,0
61,1999,30.4284846949665,-0.46098918298494,0,0,0,18.1227091912226,0,1.43873162561962,0,10.8670438781243,0,0
61,2014,42.3994215902024,-0.248935755381816,0,0,0,24.691397300634,0,1.84997739273559,0,15.8580468968328,0,0
62,1964,22.1325202445401,0,0,0,0,11.2822446172043,0,1.86924762888593,0,8.98102799844982,0,0
62,1999,19.9176581538511,-0.100072746628815,0,0,0,0,0,0.794528417046944,0,19.1231297368042,0,0
62,2014,25.9095304986944,0.170654322798421,0,0,0,0,0,1.11274156193911,0,24.7967889367553,0,0
63,1964,59.1900599628923,0,0,0,0,25.6589579981946,0,2.87652077344315,0,30.6545811912545,0,0
63,1999,43.2386821691524,-0.269494198920228,0,0,0,9.62112750161874,0,2.31873099779829,0,31.2988236697354,0,0
63,2014,38.2566350088873,-0.353664533658669,0,0,0,10.5241195130484,0,4.73460977261482,0,22.9979057232241,0,0
64,1964,56.4128135173026,0,0,0,0,44.1247683770974,0,1.74751091355932,0,10.5405342266459,0,0
64,1999,29.5603448350551,-0.475999458421117,0,0,0,15.6256928103331,0,1.60511822653536,0,12.3295337981867,0,0
64,2014,35.3264283127153,-0.373787157382601,0,0,0,18.3584241361893,0,2.67251008371879,0,14.2954940928072,0,0
65,1964,33.6130778980023,0,0,0,0,29.697868053466,0,2.87652077344315,0,1.03868907109313,0,0
65,1999,3.92316200094068,-0.883284654477481,0,0,0,0.985203456165759,0,0.546401502275605,0,2.39155704249931,0,0
65,2014,3.07790703961201,-0.908431264493189,0,0,0,1.22594107116499,0,1.85196596844702,0,0,0,0
66,1964,74.2397613951438,0,0,0,0,14.6516027381794,0,2.84314135149876,0,56.7450173054656,0,0
66,1999,16.1772190356249,-0.782094948426342,0,0,0,3.66156550766707,0,0.477679162978328,0,12.0379743649795,0,0
66,2014,19.6176373208142,-0.735752958358815,0,0.2037184728424,0,4.52318356732837,0,0.919915378928855,0,13.9708199017146,0,0
67,1964,10.934705929901,0,0,0,0,5.98669750049705,0,0.918915851175014,0,4.02909257822891,0,0
67,1999,28.4902791073343,1.60549111151015,0,0,0,13.2449153576264,0,3.97607820219958,0,11.2692855475083,0,0
67,2014,34.5731302464871,2.16177960963238,0,0,0,14.3192211903525,0,4.72272371367695,0,15.5311853424577,0,0
