"Block","Year","BAM","BAPERCM","LightM","MoistM","NitM","LightPercM","MoistPercM","NitPercM"
64,1964,56.4128135173026,0,1.8093402170005,2,1.81315354492268,0,0,0
64,1999,29.5603448350551,-0.475999458421117,2.77698778342819,2,1.58290291040295,0.534806863483003,0,-0.126989043572451
64,2014,35.3264283127153,-0.373787157382601,2.76997787563371,2,1.59533146214893,0.530932573988626,0,-0.120134383204176
65,1964,33.6130778980023,0,1.29476020795607,2,1.96909866230504,0,0,0
65,1999,3.92316200094068,-0.883284654477481,3.71694902529967,2,1.39040064062461,1.87076247977013,0,-0.293889804893272
65,2014,3.07790703961201,-0.908431264493189,2.20339304898596,2,2,0.701776927840768,0,0.0156931383310096
66,1964,74.2397613951438,0,4.133985718064,2,1.23565194393018,0,0,0
66,1999,16.1772190356249,-0.782094948426342,4.03558081755167,2,1.25586874119279,-0.0238038801349374,0,0.0163612393942521
66,2014,19.6176373208142,-0.735752958358815,3.98394670565028,2.02076891008952,1.27745945432899,-0.0362940325986386,0.01038445504476,0.0338343743189061
67,1964,10.934705929901,0,2.64194648949542,2,1.63153169330221,0,0,0
67,1999,28.4902791073343,1.60549111151015,2.86131200732186,2,1.60445155679057,0.0830317792955496,0,-0.0165979837368843
67,2014,34.5731302464871,2.16177960963238,3.07011017767061,2,1.55077294905816,0.162063724559752,0,-0.0494987284498273
