Block,Year,A_BA,B_BA,Cr_BA,F_BA,Fr_BA,I_BA,PM_BA,Q_BA,Sc_BA,T_BA,Sor_BA,AM,BM,CrM,FM,FrM,IM,PMM,Q.y,Sc.y,T.y,Sorensen.y,SDM,BAM,BAFM,BAQM,SPRM,LightM,MoistM,NitM,Northing,Easting
52,2014,0,0,0,7.6104400978,0,1.5458918059,0,18.8725912482,0,0,0.6228849805,0,0,0,2,0,4,0,1,0,0,0.28,7,28.0289231518,7.6104400978,18.8725912482,3,3.8036092639,2,1.3266744089,105975,433091
53,1964,0,0,0,30.2633547311,0,3.4675328914,0,14.1862543264,0,0,1,0,0,0,3,0,47,0,1,0,0,1,51,47.9171419489,30.2633547311,14.1862543264,3,2.3289624652,2,1.7039419767,105976,433113
53,1999,0,0,0,0,0,1.8235570907,0,27.212200676,0,0,0.4160937788,0,0,0,0,0,16,0,2,0,0,0.4927536232,18,29.0357577668,0,27.212200676,2,4.8743923196,2,1.0628038402,105976,433113
53,2014,0,0,0,0,0,3.9002904071,0,28.0552366878,0,0,0.4420482608,0,0,0,0,0,16,0,2,0,0,0.4927536232,18,31.9555270949,0,28.0552366878,2,4.7558925944,2,1.1220537028,105976,433113
54,1964,0,0,0,33.1830724035,0,3.4891313409,0,19.2422550032,0,0,1,0,0,0,2,0,19,0,2,0,0,1,23,55.9144587477,33.1830724035,19.2422550032,3,2.5013519683,2,1.655862626,105972,433133
54,1999,0,0,0,0,0,2.958378897,0,22.9783940665,0,0,0.5424630378,0,0,0,0,0,17,0,2,0,0,0.9047619048,19,25.9367729635,0,22.9783940665,2,4.7718776425,2,1.1140611787,105972,433133
54,2014,0,0,0,0,0,4.3411498522,0,25.8597415668,0,0,0.5279287909,0,0,0,0,0,12,0,2,0,0,0.7567567568,14,30.2008914191,0,25.8597415668,2,4.712515118,2,1.143742441,105972,433133
55,1964,0,0,0,16.1968736247,0,4.6888270355,0,39.9885474894,0,0,1,0,0,0,2,0,38,0,3,0,0,1,43,60.8742481495,16.1968736247,39.9885474894,3,3.7816662904,2,1.3430958294,105964,433154
55,1999,0,0,0,0,0,5.4901687816,0,38.479993967,0,0,0.8234834958,0,0,0,0,0,13,0,2,0,0,0.5172413793,15,43.9701627486,0,38.479993967,2,4.7502775319,2,1.124861234,105964,433154
55,2014,0,0,0,0,0,7.0335547993,0,42.0947455219,0,0,0.8122970812,0,0,0,0,0,12,0,2,0,0,0.4912280702,14,49.1283003212,0,42.0947455219,2,4.7136658605,2,1.1431670698,105964,433154
56,1964,0,0,0,31.7457937645,0,3.4969853225,0,16.9822717881,0,0,1,0,0,0,3,0,27,0,1,0,0,1,31,52.2250508751,31.7457937645,16.9822717881,3,2.4346191443,2,1.6748251748,105960,433174
56,1999,0,0,0,0,0,1.2867963509,0,20.7499053177,0,0,0.4920182332,0,0,1,0,0,2,0,1,0,0,0.1714285714,4,22.0367016686,0,20.7499053177,3,4.8832133438,2,1.0583933281,105960,433174
56,2014,0,0,0,0,0,1.7954667982,0,22.7281041018,0,0,0.4893309652,0,0,2,0,0,4,0,1,0,0,0.2631578947,7,24.5235709,0,22.7281041018,3,4.8535721567,2,1.0732139216,105960,433174
57,1964,0,0,0,12.6154579996,0,3.0493083694,0,14.5220120412,0,0,1,0,0,0,2,0,14,0,1,0,0,1,17,30.1867784102,12.6154579996,14.5220120412,3,3.1263171588,2,1.5189280604,105960,433191
57,1999,0,0,0,15.9932395158,0,2.7638750419,0,0,0,0,0.6284474777,0,0,0,2,0,8,0,0,0,0,0.7407407407,10,18.7571145577,15.9932395158,0,2,1.2947015153,2,2,105960,433191
57,2014,0,0,0,17.8906572424,0,2.7345801122,0,0,0,0,0.6041892997,0,0,0,2,0,6,0,0,0,0,0.64,8,20.6252373545,17.8906572424,0,2,1.2651683532,2,2,105960,433191
58,1964,0,0,0,27.7716790577,0,1.9065540416,0,0,0,0,1,0,0,0,2,0,11,0,0,0,0,1,13,29.6782330994,27.7716790577,0,2,1.1284816408,2,2,105950,433212
58,1999,0,0,0,0,0,1.0741497982,0,0,0,0,0.069857988,0,0,0,0,0,6,0,0,0,0,0.6315789474,6,1.0741497982,0,0,1,3,2,2,105950,433212
58,2014,0,0,0,0,0,2.0083864384,0,0,0,0,0.1203381155,0,0,0,0,0,3,0,0,0,0,0.375,3,2.0083864384,0,0,1,3,2,2,105950,433212
60,1964,0,0,0,20.3575203953,0,3.5303647445,0,14.5220120412,0,0,1,0,0,0,2,0,23,0,1,0,0,1,26,38.409897181,20.3575203953,14.5220120412,3,2.6961455884,2,1.6219200491,105939,433249
60,1999,0,0,0,0,0,0.6151434765,0,15.3785869132,0,0,0.5564759629,0,0,3,0,0,2,0,1,0,0,0.1875,6,15.9937303897,0,15.3785869132,3,4.9230769231,2,1.0384615385,105939,433249
60,2014,0,0,0.3183101138,0,0,0.9748238486,0,0,0,0,0.0491057645,0,0,4,0,0,2,0,0,0,0,0.125,6,1.2931339624,0,0,2,3.2461540127,2,2.2461540127,105939,433249
61,1964,0,0,0,47.4262680968,0,3.9525162573,0,5.0736721355,0,0,1,0,0,0,8,0,32,0,3,0,0,1,43,56.4524564896,47.4262680968,5.0736721355,3,1.4995304511,2,1.9101248652,105935,433264
61,1999,0,0,0,18.1227091912,0,1.4387316256,0,10.8670438781,0,0,0.5671005083,0,0,0,4,0,10,0,3,0,0,0.5666666667,17,30.428484695,18.1227091912,10.8670438781,3,2.5231004511,2,1.6428660846,105935,433264
61,2014,0,0,0,24.6913973006,0,1.8499773927,0,15.8580468968,0,0,0.6396448392,0,0,1,4,0,6,0,3,0,0,0.4561403509,14,42.3994215902,24.6913973006,15.8580468968,4,2.583326844,2,1.6259843578,105935,433264
62,1964,0,0,0,11.2822446172,0,1.8692476289,0,8.9810279984,0,0,1,0,0,0,2,0,23,0,3,0,0,1,28,22.1325202445,11.2822446172,8.9810279984,3,2.7920511001,2,1.5942157559,105928,433286
62,1999,0,0,0,0,0,0.794528417,0,19.1231297368,0,0,0.464947203,0,0,1,0,0,2,0,3,0,0,0.2941176471,6,19.9176581539,0,19.1231297368,3,4.9202186913,2,1.0398906544,105928,433286
62,2014,0,0,0,0,0,1.1127415619,0,24.7967889368,0,0,0.4202056076,0,0,4,0,0,2,0,3,0,0,0.2702702703,9,25.9095304987,0,24.7967889368,3,4.9141056175,2,1.0429471913,105928,433286
63,1964,0,0,0,25.6589579982,0,2.8765207734,0,30.6545811913,0,0,1,0,0,0,5,0,37,0,2,0,0,1,44,59.1900599629,25.6589579982,30.6545811913,3,3.1687993963,2,1.4820991699,105923,433305
63,1999,0,0,0,9.6211275016,0,2.3187309978,0,31.2988236697,0,0,0.8316892076,0,0,0,1,0,11,0,2,0,0,0.4827586207,14,43.2386821692,9.6211275016,31.2988236697,3,4.0026992073,2,1.2761383534,105923,433305
63,2014,0,0,0,10.524119513,0,4.7346097726,0,22.9979057232,0,0,0.7470452645,0,0,1,1,0,10,0,1,0,0,0.4210526316,13,38.2566350089,10.524119513,22.9979057232,4,3.6521109976,2,1.3988518405,105923,433305
64,1964,0,0,0,44.1247683771,0,1.7475109136,0,10.5405342266,0,0,1,0,0,0,7,0,34,0,2,0,0,1,43,56.4128135173,44.1247683771,10.5405342266,3,1.809340217,2,1.8131535449,105916,433326
64,1999,0,0,0,15.6256928103,0,1.6051182265,0,12.3295337982,0,0,0.6460468778,0,0,0,4,0,7,0,2,0,0,0.4642857143,13,29.5603448351,15.6256928103,12.3295337982,3,2.7769877834,2,1.5829029104,105916,433326
64,2014,0,0,0,18.3584241362,0,2.6725100837,0,14.2954940928,0,0,0.6681212677,0,0,1,4,0,4,0,2,1,0,0.3636363636,12,35.3264283127,18.3584241362,14.2954940928,5,2.7699778756,2,1.5953314621,105916,433326
65,1964,0,0,0,29.6978680535,0,2.8765207734,0,1.0386890711,0,0,1,0,0,0,5,0,62,0,1,0,0,1,68,33.613077898,29.6978680535,1.0386890711,3,1.294760208,2,1.9690986623,105914,433343
65,1999,0,0,0,0.9852034562,0,0.5464015023,0,2.3915570425,0,0,0.1369500001,0,0,0,1,0,8,0,1,0,0,0.2564102564,10,3.9231620009,0.9852034562,2.3915570425,3,3.7169490253,2,1.3904006406,105914,433343
65,2014,0,0,0,1.2259410712,0,1.8519659684,0,0,0,0,0.1677745661,0,0,0,1,0,7,0,0,0,0,0.2105263158,8,3.0779070396,1.2259410712,0,2,2.203393049,2,2,105914,433343
66,1964,0,0,0,14.6516027382,0,2.8431413515,0,56.7450173055,0,0,1,0,0,0,7,0,35,0,2,0,0,1,44,74.2397613951,14.6516027382,56.7450173055,3,4.1339857181,2,1.2356519439,105906,433363
66,1999,0,0,0,3.6615655077,0,0.477679163,0,12.037974365,0,0,0.3578358613,0,2,0,3,0,3,0,1,0,0,0.2641509434,9,16.1772190356,3.6615655077,12.037974365,4,4.0355808176,2,1.2558687412,105906,433363
66,2014,0,0.2037184728,0,4.5231835673,0,0.9199153789,0,13.9708199017,0,0,0.4136896849,0,1,0,3,0,2,0,1,0,0,0.2352941176,7,19.6176373208,4.5231835673,13.9708199017,4,3.9839467057,2.0207689101,1.2774594543,105906,433363
67,1964,0,0,0,5.9866975005,0,0.9189158512,0,4.0290925782,0,0,1,0,1,0,3,0,13,0,3,0,0,1,20,10.9347059299,5.9866975005,4.0290925782,4,2.6419464895,2,1.6315316933,105902,433383
67,1999,0,0,0,13.2449153576,0,3.9760782022,0,11.2692855475,0,0,0.5547094524,0,0,0,3,0,14,0,2,0,0,0.9230769231,19,28.4902791073,13.2449153576,11.2692855475,3,2.8613120073,2,1.6044515568,105902,433383
67,2014,0,0,0,14.3192211904,0,4.7227237137,0,15.5311853425,0,0,0.4805636501,0,0,0,3,0,8,0,2,0,0,0.7878787879,13,34.5731302465,14.3192211904,15.5311853425,3,3.0701101777,2,1.5507729491,105902,433383
